"alcohol","density","free.sulfur.dioxide","residual.sugar","volatile.acidity","total.sulfur.dioxide","quality"
9.5,0.9958,57,7.8,0.28,202,0
10.5,0.994,25,2.4,0.25,122,1
10.2,0.9958,28,8.3,0.36,142,1
9.8,0.9984,45,13.9,0.27,199,1
11.6,0.9948,34,13.8,0.37,137,1
11.8,0.9932,41,7.3,0.21,144,1
10.1,0.9952,41,8.5,0.18,140,1
10.3,0.9924,35,1.8,0.19,163,1
10.4,0.9945,38,5.1,0.21,168,1
8.9,0.9976,26,16.05,0.33,166,0
8.9,0.9976,26,16.05,0.33,166,0
10.8,0.9938,37,7.35,0.29,154,0
9.2,0.9997,16,16.05,0.31,165,0
9.6,0.994,48,2,0.19,140,1
10.4,0.9921,21,1.2,0.2,78,1
8.7,0.9986,41,14,0.25,248,1
9.2,0.9987,14,16.2,0.2,103,1
9.2,0.9991,45,14.3,0.3,213,0
9.2,0.9987,14,16.2,0.2,103,1
9.2,0.9991,45,14.3,0.3,213,0
9.2,0.9991,45,14.3,0.3,213,0
10.2,0.9948,34,7.9,0.22,124,0
9.2,0.9987,14,16.2,0.2,103,1
9,0.993,39,1,0.53,107,0
9.7,0.9988,41,13.6,0.24,178,0
9.6,1,50,17.85,0.24,185,0
10,0.9932,24,1.3,0.15,112,0
9.2,0.9991,45,14.3,0.3,213,0
9.1,0.9989,44,13.7,0.33,197,0
8.7,1,40,18.3,0.24,142,0
8.7,1,40,18.3,0.24,142,0
9.5,0.9952,31,6.5,0.35,161,0
9.5,0.9969,73,10.3,0.26,212,1
8.9,0.9966,53,8.1,0.29,166,1
8.9,0.9966,53,8.1,0.29,166,1
9.9,0.9976,15,8.6,0.31,89,1
12.6,0.99,41,1.9,0.44,104,1
9.7,0.9988,45,14.1,0.23,166,1
10.4,0.9942,14,7.9,0.21,118,0
9.1,0.9984,26,10.7,0.23,183,1
10.4,0.9932,25,1.2,0.34,106,0
9.5,0.9969,73,10.3,0.26,212,1
8.9,0.9966,53,8.1,0.29,166,1
10.6,0.9933,16,1.9,0.28,120,0
12,0.9916,64,2.7,0.37,158,1
12.5,0.9914,26,5.7,0.36,98,1
9.6,0.9966,40,9.3,0.13,126,0
9.2,0.9958,54,8.1,0.25,180,0
9.9,0.9926,20,1.3,0.18,71,1
11.7,0.9939,20,8.5,0.3,112,1
9.6,0.9953,21,2.1,0.23,153,1
12,0.9906,27,3.5,0.43,135,1
12.5,0.9914,26,5.7,0.36,98,1
9.2,0.9958,54,8.1,0.25,180,0
9.9,0.9926,20,1.3,0.18,71,1
8.9,0.9991,54,14.4,0.35,177,1
9,0.9994,56,13.7,0.22,189,1
10.2,0.9976,52.5,11.1,0.26,158,1
9.6,0.9966,40,9.3,0.13,126,0
9.4,0.9953,27,4.9,0.12,127,0
10.4,0.9923,10,1.7,0.37,59,0
10.4,0.993,6,1.6,0.26,106,0
10,0.9931,15,1.4,0.2,97,1
10,0.9932,14,1.4,0.22,96,1
10.5,0.9926,46,1.6,0.25,169,0
11.4,0.9938,47,6.8,0.27,193,1
10.2,0.9966,46,9.7,0.34,172,0
10.4,0.9974,49,10.5,0.27,228,1
11,0.9924,146.5,2,0.49,307.5,0
10.1,0.9948,15,6.2,0.71,93,1
9.2,0.9964,27,8.3,0.47,182,0
10.3,0.9924,25,1.6,0.28,87,1
10.2,0.9966,46,9.7,0.34,172,0
10.4,0.9974,49,10.5,0.27,228,1
11.1,0.9938,34,4.6,0.13,172,1
9.9,0.9928,27,1.2,0.16,84,0
9,0.9959,35,7.6,0.31,143,0
8.6,1.0001,35,15,0.36,256,0
9,0.9959,35,7.6,0.31,143,0
8.6,1.0001,35,15,0.36,256,0
9.5,0.9968,48,11.6,0.25,195,0
9,0.9932,61,1.1,0.45,197,0
10,0.9954,39,7.8,0.26,152,1
9,0.9992,57,12,0.22,158,1
9,0.9932,61,1.1,0.45,197,0
10.2,0.9939,37,1.4,0.19,135,1
9.6,0.9952,29,6.7,0.31,160,0
9.7,0.9996,49,17.2,0.25,219,0
10.2,0.9966,34,1.4,1.005,185,0
13,0.9925,29,8.2,0.31,142,1
10.8,0.996,49,4.3,0.24,172,1
9.7,0.9996,49,17.2,0.25,219,0
9,0.9973,66,11.1,0.29,169,0
9.9,0.9937,16,1.1,0.15,63,0
9.2,0.9966,22,7.2,0.12,89,1
8.7,1.0017,53,16.6,0.32,238,1
10.1,0.993,13,1,0.17,91,0
10.1,0.993,13,1,0.17,91,0
9.5,0.9959,21,1.3,0.21,123,0
9.9,0.9958,11,1.4,0.21,99,0
8.7,1.0017,53,16.6,0.32,238,1
9,0.9958,50,6.9,0.31,173,0
8.6,0.9979,50,13.3,0.27,163,1
10.5,0.9941,13,8.1,0.21,114,1
9.5,0.997,53,9.2,0.23,186,1
10.1,0.9934,41,1.4,0.2,142,1
11.7,0.9927,49,3.2,0.41,164,1
10.7,0.9944,32,2.5,0.49,116,1
11.7,0.9927,49,3.2,0.41,164,1
9.2,0.9963,37,4.5,0.2,133,0
8.8,1.0011,33,18.35,0.26,139,0
8.8,1.0011,33,18.35,0.26,139,0
9.5,0.9959,76,7.8,0.27,197,1
10.2,0.9973,35,7,0.28,208,0
9.1,0.9966,30,6.3,0.2,143,1
10.5,0.9932,23,1.2,0.33,103,1
9,0.9984,57,12.8,0.38,184,1
8.9,0.999,53,14.2,0.2,212.5,1
8.9,0.999,53,14.2,0.2,212.5,1
8.9,0.999,53,14.2,0.2,212.5,1
8.9,0.999,53,14.2,0.2,212.5,1
8.9,0.999,53,14.2,0.2,212.5,1
9.1,1.0006,48,16.65,0.19,181,1
10.1,0.9937,27,1.9,0.16,151,1
10,0.9954,57,7.7,0.22,176,0
9.5,0.997,63,10.4,0.22,201,1
12.3,0.9912,30,3.3,0.33,102,1
9.1,0.9939,5,1.1,0.43,110,0
8.9,0.999,53,14.2,0.2,212.5,1
9.6,0.9957,17,6.3,0.12,103,0
11.6,0.9926,33,5.25,0.3,180,1
8.8,0.9994,47,14.6,0.28,168,1
8.9,1.0004,51,11.8,0.2,170,1
8.8,0.9994,47,14.6,0.28,168,1
8.9,1.0004,51,11.8,0.2,170,1
8.9,1.0004,51,11.8,0.2,170,1
9,1.0002,32,17.3,0.18,197,1
10,0.9922,56,1.4,0.31,145,0
10,0.9922,58,1.3,0.31,147,0
11.1,0.9934,43,1.6,0.17,154,1
11.6,0.9926,33,5.25,0.3,180,1
10.6,0.9941,58,2.4,0.26,178,1
8.8,0.9994,47,14.6,0.28,168,1
8.9,1.0004,51,11.8,0.2,170,1
10.1,0.9924,16,1.5,0.18,84,1
10,0.9948,21,1.8,0.15,159,0
12.2,0.9935,27,7.7,0.4,98,1
11,0.9918,20,2,0.25,95,1
10,0.9948,21,1.8,0.15,159,0
11.1,0.9924,37,1.4,0.18,160,0
10.4,0.9979,38,16.7,0.32,133,1
11.8,0.993,14,8.1,0.55,71,0
10.8,0.994,22,8,0.19,84,1
12.5,0.991,28,4.7,0.41,110,1
11.8,0.993,14,8.1,0.55,71,0
11.6,0.9922,12,2.1,0.2,136,1
10.4,0.9979,38,16.7,0.32,133,1
11.5,0.9937,36,6.4,0.26,163,1
10.1,0.9928,46,1.5,0.21,142,1
9.2,0.9965,45,7.6,0.34,215,1
10.1,0.9928,46,1.5,0.21,142,1
9.2,0.9991,29,12.4,0.43,190,0
8.9,0.9948,44,1.3,0.3,149,0
10.1,0.9925,5,1.7,0.26,60,0
8.9,0.9958,51,8.1,0.32,180,0
9.7,0.9962,33,7.1,0.21,150,1
9.2,0.9965,45,7.6,0.34,215,1
11,0.9951,22,2.3,0.42,145,1
10.7,0.9944,32,6.5,0.29,160,0
10.8,0.9916,29,1.4,0.25,101,1
9.8,0.9987,50,12.7,0.23,183,0
11,0.9928,11,1.6,0.35,124,0
10.4,0.9926,18,1.1,0.2,72,0
10.2,0.9934,20,1.2,0.27,155,1
10.7,0.9944,32,6.5,0.29,160,0
9,0.9949,22,4.6,0.14,104,0
10.6,0.9926,11,0.6,0.24,71,0
9.5,0.997,56,10.6,0.3,212,1
9,0.9949,22,4.6,0.14,104,0
9.2,0.9948,22,4.8,0.13,104,1
11,0.992,30,2.7,0.18,107,1
9.9,0.9964,22,12.6,0.385,115,1
10.6,0.9926,11,0.6,0.24,71,0
9.3,0.9982,22,9.2,0.33,126,0
9.6,0.9955,28,6.6,0.34,156,0
9.5,0.9955,29,7,0.33,155,0
9.7,0.9958,32,8.45,0.28,172,1
9.7,0.9997,15,11.1,0.23,123,0
8.7,1.0001,41,18.15,0.21,146,0
8.7,1.0001,41,18.15,0.21,146,0
12.4,0.9918,19,4.1,0.485,101,0
12.4,0.9918,19,4.1,0.485,101,0
10.6,0.9931,27,4.6,0.29,155,1
8.7,1.0001,41,18.15,0.21,146,0
12,0.9926,20,4.9,0.31,151,1
9,0.9966,45,8.3,0.29,227,0
8.8,0.9932,31,1.4,0.46,169,0
9.5,0.9969,58,11.5,0.28,223,0
10.8,0.9925,23,1.8,0.23,96,1
11.4,0.9914,34,1.6,0.17,132,0
10.3,0.996,38,2.4,0.18,123,0
9.5,0.9952,51,4.9,0.22,180,1
9.9,0.9934,21,1.8,0.27,127,0
10.2,0.9939,25,4.3,0.28,142,0
10.2,0.9939,26,4.4,0.29,146,0
11,0.9906,26,1.4,0.32,104,1
12.1,0.9901,25,1.6,0.33,126,1
9.1,0.9948,25,1.3,0.34,173,1
9.5,0.995,31,5.2,0.19,140,1
9.5,0.9953,43,5.6,0.23,164,0
9.8,0.9953,57,5.3,0.27,189,0
9.5,0.9952,51,4.9,0.22,180,1
10.3,0.996,38,2.4,0.18,123,0
9.6,0.9948,10,1.6,0.36,124,0
10.2,0.9951,39,2.1,0.22,198,1
10.5,0.9931,25,1.4,0.17,119,1
10.4,0.9962,17,7.1,0.45,117,0
9.6,0.9948,10,1.6,0.36,124,0
10.7,0.9959,18,10.7,0.42,95,0
10.5,0.9962,25,11.1,0.33,119,1
10.6,0.9958,14,10.7,0.3,111,0
9.6,0.9948,47,1.6,0.17,150,1
9.6,0.9948,47,1.6,0.17,150,1
9.5,0.994,17,1.5,0.17,101,0
9.4,0.9942,48,1.5,0.17,153,1
9.8,0.9942,29,1.6,0.15,130,1
9.6,0.9948,47,1.6,0.17,150,1
9.2,0.9964,51,8,0.25,172,0
9.5,0.9958,53,7.7,0.24,176,0
9.2,0.9932,27,2.7,0.76,93,0
9.4,0.9986,22,15.1,0.22,136,0
9.4,0.9986,22,15.1,0.22,136,0
9.3,0.9988,33,8.9,0.28,146,0
9.1,0.9953,5,6,0.32,129,0
9.5,0.9983,31,12.3,0.24,145,0
9.1,1,72,13.1,0.18,163,1
10.6,0.9951,43,6.7,0.16,153,0
9.5,0.9983,31,12.3,0.24,145,0
12.4,0.9906,16,2.3,0.28,85,1
8.7,0.9981,28,11.1,0.34,237,0
8.8,0.9936,35,1.5,0.27,128,0
10.6,0.9951,43,6.7,0.16,153,0
9.1,0.9953,5,6,0.32,129,0
9,1.0005,40,15.2,0.24,234,0
10.3,0.9972,46,10.2,0.24,141,1
9.1,1,72,13.1,0.18,163,1
9.5,0.9969,59,10.7,0.23,186,1
8.8,1.0001,44,17.1,0.22,138,0
8.8,1.0001,44,17.1,0.22,138,0
8.8,1.0001,44,17.1,0.22,138,0
9.9,0.9934,20,1.9,0.33,93,0
9.5,0.9969,59,10.7,0.23,186,1
8.8,1.0001,44,17.1,0.22,138,0
11.7,0.9902,19,1.2,0.2,68,0
10.8,0.993,26,1.2,0.26,117,0
12,0.9914,18,3.1,0.2,126,1
10.3,0.9941,14,1.5,0.16,122,0
9,0.9967,47,10.7,0.25,154,0
12.2,0.9918,36,4.9,0.39,109,1
9.9,0.998,59,12.6,0.26,173,0
9,0.9967,47,10.7,0.25,154,0
12.2,0.9918,36,4.9,0.39,109,1
10.1,0.9957,42,12.15,0.28,163,0
9.3,0.9986,23,12,0.43,174,0
9.5,0.9958,50.5,1.7,0.33,344,0
9.2,0.9948,36,2.6,0.5,146,1
11.7,0.9918,15,1.4,0.28,115,0
11,0.9923,21,1.9,0.35,144,0
9.6,0.9998,49,16.9,0.22,158,1
9.6,0.9998,49,16.9,0.22,158,1
11.9,0.9914,22,2.1,0.24,162,1
10.8,0.9939,38,7,0.26,118,1
10.1,0.9966,41,7.1,0.16,224,0
10.9,0.995,31,5.9,0.18,132,1
10.1,0.9966,41,7.1,0.16,224,0
10.4,0.994,19,8.7,0.24,102,0
9.2,0.9972,12,13.2,0.33,105,0
9.6,0.9998,31,15.3,0.28,117,0
9.6,0.9998,31,15.3,0.28,117,0
9,0.9982,64,13.2,0.26,179,0
11.5,0.9924,18,2.7,0.14,89,1
10.2,0.9972,53,10.65,0.21,145,1
9.9,0.997,49,10,0.2,165,1
9.6,0.9954,26,6.8,0.115,105,1
10.6,0.9962,20,15.6,0.29,142,0
9.2,0.9972,12,13.2,0.33,105,0
11.8,0.9921,31,5.1,0.24,99,1
12.2,0.9905,36,3,0.24,102,1
9.6,0.9998,31,15.3,0.28,117,0
10.6,0.993,15,2.1,0.22,76,1
10.3,0.9941,23,1.9,0.18,91,1
10.2,0.9994,34,8.6,0.93,187,0
10.7,0.9962,33,8.75,0.29,181,0
11.7,0.992,9,3.6,0.28,76,0
12,0.9922,31,4.7,0.25,92,1
10.6,0.994,26,1.3,0.18,105,1
12.2,0.9897,6,1.8,0.24,61,0
11,0.9954,29,9.7,0.33,124,1
12.4,0.99,29,4,0.37,79,1
9.4,0.9948,19,2.4,0.49,115,1
12,0.9922,31,4.7,0.25,92,1
11.6,0.998,55,18.8,0.22,130,0
9.4,0.9944,15,1.8,0.35,162,0
9.4,0.9944,15,1.8,0.35,162,0
9.1,0.9986,48.5,12.8,0.19,229,1
9.1,0.9986,48.5,12.8,0.19,229,1
9.1,0.9986,48.5,12.8,0.19,229,1
9.1,0.9986,48.5,12.8,0.19,229,1
9.1,0.9986,48.5,12.8,0.19,229,1
9.2,0.996,11,7.8,0.32,117,0
9.2,0.9999,43,16.75,0.32,163,0
9.1,0.9986,48.5,12.8,0.19,229,1
9.1,0.9986,48.5,12.8,0.19,212,1
9.2,0.996,11,7.8,0.32,117,0
9,0.9951,23,5.4,0.34,126,1
9.2,0.9999,43,16.75,0.32,163,0
10.8,0.993,33,1.3,0.24,106,1
9.5,0.9982,29,10.1,0.36,146,1
11,0.992,30,3.8,0.29,114,1
10,0.9963,37,10.9,0.32,146,0
9.5,0.995,38,6.6,0.3,141,0
10.1,0.9956,29,9.8,0.33,109,1
9.5,0.997,24,11.7,0.18,94,1
9.5,0.9936,14,1.2,0.39,74,0
9.5,0.9935,13,1.4,0.25,137,0
9.4,0.9963,24,9.6,0.18,90,1
9.4,0.9967,36,12.2,0.18,125,1
12.7,0.9912,29,2.6,0.27,110,1
9.7,0.9981,34,10.7,0.23,145,0
9.7,0.9966,31,4.9,0.28,153,1
9.4,0.9967,36,12.2,0.18,125,1
9.4,0.9963,24,9.6,0.18,90,1
9.5,0.9935,13,1.4,0.25,137,0
11.7,0.9902,20,1.1,0.22,71,1
11.7,0.99,26,1,0.18,101,1
9.7,0.996,53,8.2,0.26,187,0
9.5,0.9966,77,11.3,0.25,231,1
9.1,0.9962,31,7.3,0.24,157,0
10.3,0.994,23,2.3,0.28,147,1
9.7,0.996,53,8.2,0.26,187,0
9.9,0.994,14,2.1,0.24,167,0
9.9,0.9944,19,2,0.27,175,0
10.2,0.9974,35,10,0.39,178,0
12.1,0.996,16,15.75,0.24,132,1
11.3,0.9922,36,3.9,0.23,138,1
11.4,0.9917,13,2,0.26,128,0
12.2,0.9918,24,1.5,0.32,125,1
9.9,0.9936,53,1.6,0.24,150,1
10.3,0.9938,35,1.4,0.21,136,1
12.2,0.9918,24,1.5,0.32,125,1
10.4,0.9939,23,1.4,0.17,107,1
11.4,0.9917,13,2,0.26,128,0
9.9,0.9981,32,13.8,0.28,161,1
10,0.9941,16,1.3,0.3,96,0
11.5,0.9928,18,3.8,0.25,129,1
10.5,0.9952,29,6.9,0.28,163,1
12.5,0.9898,36,2.2,0.24,134,1
10.5,0.9914,40,1.6,0.22,120,1
9.9,0.9981,32,13.8,0.28,161,1
11.4,0.9957,25,10.8,0.45,157,1
9.8,0.998,44,12.8,0.23,169,1
11.4,0.9957,25,10.8,0.45,157,1
9.2,0.9986,32,15.3,0.23,166,0
8.9,0.9983,60,12.1,0.28,177,0
8.9,0.9982,64,12,0.27,179,0
9.5,0.997,45,11.6,0.2,124,1
11.5,0.9947,42,9.2,0.25,150,1
9.5,0.997,45,11.6,0.2,124,1
11.5,0.9947,42,9.2,0.25,150,1
9.5,0.99416,16,2.8,0.2,89,1
9.7,0.99516,10,1.6,0.39,164,0
9.7,0.99496,20,6.1,0.23,90,0
9.5,0.9974,10,8.5,0.44,147,1
9.4,0.99579,48,7.8,0.28,184,0
9,0.9983,37,14.9,0.34,162,0
10.6,0.99471,39,6.2,0.15,151,1
9.5,0.9974,10,8.5,0.44,147,1
9.1,0.99644,41,8.2,0.29,180,0
9.4,0.99579,48,7.8,0.28,184,0
8.8,0.99699,49,10.6,0.23,169,0
10.4,0.99758,52,11.2,0.23,171,0
8.9,0.9977,35,11.6,0.36,228,0
10.6,0.99397,28,7.1,0.31,141,1
9,0.9983,37,14.9,0.34,162,0
10.6,0.99471,39,6.2,0.15,151,1
10.6,0.99243,16,1.7,0.2,100,1
9,0.9962,45,7.7,0.27,186,0
8.8,1.00182,46,17.3,0.34,235,1
10.5,0.99384,34,1.4,0.18,101,1
9.5,0.99582,51,7.7,0.29,174,0
9,0.9962,45,7.7,0.27,186,0
10.4,0.9924,47,3.4,0.26,172,1
10,0.99466,35,1.6,0.21,133,1
10.4,0.99212,24,1.4,0.14,128,0
9,0.99449,34,1.4,0.39,132,1
9.3,0.99748,57,10.4,0.48,205,0
9,0.99449,34,1.4,0.39,132,1
9.3,0.99748,57,10.4,0.48,205,0
9,0.99475,20,4.1,0.36,134,1
11.5,0.99189,11,2.8,0.25,61,1
9,0.99827,49,15.7,0.3,159,0
10.4,0.99752,53,10.9,0.19,154,1
9,0.99827,49,15.7,0.3,159,0
10.6,0.99479,20,6.5,0.42,167,0
10.4,0.99752,53,10.9,0.19,154,1
8.5,0.99642,35,5.9,0.2,152,1
9.3,1.00047,47,17.3,0.19,169,1
10.5,0.99382,41,1.4,0.19,107,1
9.9,0.99784,50,13.5,0.25,156,1
10.4,0.99486,28,8.5,0.25,108,1
10.1,0.99537,10,6.2,0.46,94,0
10.5,0.99382,41,1.4,0.19,107,1
9.2,0.99838,47,14.95,0.29,178,0
9.4,0.99566,57,7.7,0.31,200,1
10.6,0.99268,25,1.3,0.14,91,1
9.4,0.99566,57,7.7,0.31,200,1
8.7,0.99468,45,1.3,0.4,149,0
10.2,0.9933,20,1.3,0.16,77,1
10.3,0.99307,18,1.3,0.16,66,1
9.5,0.99907,67,15.6,0.33,210,0
9.5,0.99907,67,15.6,0.33,210,0
9.5,0.99907,67,15.6,0.33,210,0
9.5,0.99907,67,15.6,0.33,210,0
9.4,0.99471,47,4.9,0.41,144,0
9.4,0.99471,49,5,0.43,145,0
9.5,0.99907,67,15.6,0.33,210,0
12.6,0.99148,26,6.5,0.4,97,1
10.5,0.99383,21,1.4,0.18,106,1
10.8,0.99365,38,2.7,0.17,150,1
9.9,0.99272,39,1.2,0.32,208,1
12.6,0.99148,26,6.5,0.4,97,1
12.2,0.99235,38,6.4,0.32,115,1
10,0.99508,62,6.9,0.42,150,1
10.6,0.9946,47,7.2,0.28,168,1
9.5,0.99674,66,10.6,0.29,202,1
12.8,0.99018,23,3.5,0.41,109,1
12.2,0.99235,38,6.4,0.32,115,1
12.6,0.99084,28,2.3,0.3,125,1
9.4,0.99856,25,12.05,0.22,125,0
9,0.99591,50,7,0.26,194,0
9.1,0.9975,26,11.8,0.44,126,0
9.4,0.9944,15,1.4,0.42,168,1
12.2,0.99173,40,5,0.36,143,1
10,0.99378,18,2.2,0.295,134,0
9.2,0.99805,34,14.6,0.21,159,0
9.3,0.99534,36,1.6,0.28,139,0
9.8,0.99232,11,1.3,0.28,126,1
9.2,0.99805,34,14.6,0.21,159,0
12,0.99078,44,2.8,0.22,132,1
9.3,0.99534,36,1.6,0.28,139,0
12.6,0.99061,15,3.3,0.32,80,1
12.2,0.99182,42,6.3,0.19,127,1
11,0.9966,49,8.1,0.42,144,1
12,0.9912,34,1.6,0.2,116,1
8.8,0.99779,51,10.6,0.24,153,0
8.9,0.99814,58,11.8,0.26,164,0
12.7,0.99096,39,1.7,0.4,84,1
11.8,0.99379,42,8.1,0.2,130,1
10.2,0.99426,11,1.4,0.445,178,0
9.9,0.99228,23,1.3,0.41,121,1
11.1,0.99335,42,1.8,0.2,148,1
9.4,0.99595,54,7.2,0.3,190,0
9.7,0.99297,7,1.1,0.35,119,1
9.7,0.99687,22,11.95,0.35,111,0
9.7,0.99297,7,1.1,0.35,119,1
9.7,0.99687,22,11.95,0.35,111,0
9.8,0.99445,29,2.2,0.3,175,0
9.3,0.9986,25,12.7,0.38,209,1
10.5,0.99154,31,1.4,0.3,161,0
9.3,0.9981,38,10.6,0.4,209,1
12.6,0.98993,64,1.9,0.37,106,1
8.9,1.00241,128,17.8,0.23,212,0
10.3,0.99716,50,10.2,0.27,118,0
10.6,0.99437,110,4.8,0.26,198,0
9,0.9972,61,9.8,0.28,180,0
9.7,0.99756,40,8.4,0.34,167,0
9.5,0.99509,21,7.2,0.23,90,1
10.3,0.99572,27,4.8,0.29,156,1
9.7,0.99756,40,8.4,0.34,167,0
12.3,0.99175,27,4.5,0.4,95,1
10.5,0.99254,39,1.4,0.17,149,0
9.5,0.99509,21,7.2,0.23,90,1
10,0.99676,41,11,0.24,211,1
8.8,0.9979,58,11.1,0.28,179,0
10.9,0.99194,24,2.6,0.23,98,1
12.2,0.99077,14,2,0.26,141,1
9.5,0.99782,19,10.1,0.46,184,0
10,0.99942,46,13.3,0.31,212,0
9.6,0.99708,53,11.4,0.25,202,1
8.7,0.99353,36,1.3,0.28,126,1
10.7,0.99256,46,1.4,0.18,89,1
11.1,0.99199,26,1.4,0.21,66,1
12.5,0.9918,14,7,0.48,130,1
10.4,0.99354,29,2,0.34,130,1
11.5,0.99244,20,1.2,0.21,93,0
9.4,0.99831,60,12.9,0.32,221,0
9.3,0.99396,17,5,0.495,129,0
10.1,0.99724,30,10.1,0.25,121,1
9.7,0.99524,14,3.75,0.25,102,0
10.5,0.9927,39,1.7,0.18,144,1
9.7,0.99802,44,12.6,0.24,182,0
9.2,0.99512,42.5,1.3,0.32,204,0
9.8,0.99438,24,1.6,0.32,138,0
9,0.99679,40,7.6,0.33,227,0
9.1,0.99652,40,8.1,0.3,188,1
10.4,0.99698,70,14.9,0.34,169,1
10.7,0.99474,29,6,0.16,144,1
10.5,0.99511,25,6,0.1,107,1
9.2,0.99582,47,7.2,0.45,202,0
11.5,0.99125,5,3,0.33,85,0
10.4,0.99256,5,1.2,0.48,57,0
12,0.9911,43,2,0.2,188,1
12.2,0.99168,41,4.9,0.32,150,1
12,0.9911,43,2,0.2,188,1
9.8,0.99556,24,8.9,0.22,90,1
9.3,1.00098,52.5,16.45,0.23,282,0
9.6,0.99516,21,2,0.27,191,0
9.5,0.99516,21,1.9,0.27,196,0
10.2,0.99518,37,5.1,0.23,144,1
10.4,0.99347,14,4.4,0.15,107,1
11,0.9929,26,5.8,0.26,74,1
10.4,0.99347,14,4.4,0.15,107,1
8.7,0.99841,56,12.9,0.2,160,0
9.9,0.99362,24,1.3,0.3,189,0
9.9,0.99361,24,1.3,0.3,186,0
11.3,0.9914,7,1.2,0.21,106,0
12,0.99114,28,2.7,0.46,83,1
10.7,0.9925,34,1.7,0.28,130,1
10.1,0.99453,32,8.2,0.24,156,1
9.6,0.9938,42,1.5,0.17,135,1
9.6,0.9938,43,1.5,0.17,136,1
8.7,0.99806,58,12.9,0.695,252,0
10.3,0.9961,28,3.9,0.27,199,0
9.1,1.00016,25,17.75,0.3,218,0
11.8,0.9916,13,4.9,0.19,101,1
11.9,0.99116,26,1.6,0.36,93,1
10.3,0.99319,17,1.4,0.16,77,1
10,0.99517,16,2,0.19,104,0
10.2,0.99514,18,2,0.16,107,0
10,0.99566,72,8.2,0.26,202,1
12.7,0.99166,19,2.1,0.33,125,1
9.6,0.99587,23,1.8,0.16,130,0
9.5,0.99558,59,8.5,0.23,188,0
12.7,0.99117,23,4.45,0.44,100,1
11,0.99399,23,5.8,0.31,109,1
9.1,0.99741,44,13,0.705,214,0
10.2,0.99405,23,2.7,0.21,111,0
10.1,0.99622,30,7.3,0.16,220,1
9.2,1.00051,50,19.1,0.27,208,1
9.4,0.99803,50,8.8,0.38,212,0
10.2,0.99405,23,2.7,0.21,111,0
9.2,0.99773,28,7.4,0.38,195,0
10,0.99397,23,2.3,0.24,106,0
10.1,0.99622,30,6.85,0.16,220,1
9,0.99713,45,11.4,0.815,204,0
9.5,0.99274,25,0.9,0.41,98,0
9.1,1.00118,67,19.35,0.36,207,0
13.3,0.99176,23,7.9,0.4,118,1
9.5,0.9969,53,11.75,0.26,198,0
9.2,0.99771,28,7.7,0.44,210,0
10.1,0.99411,17,3,0.24,117,1
9.2,0.99771,28,7.7,0.44,210,0
10.1,0.99411,17,3,0.24,117,1
11.2,0.99194,32,1.5,0.22,172,1
9.8,0.99558,70,7.5,0.34,230,1
11.2,0.99194,32,1.5,0.22,172,1
9.8,0.99558,70,7.5,0.34,230,1
9.4,0.99577,61,8.3,0.28,195,0
9,0.99564,50,7.05,0.29,177,0
9.4,0.99578,60,8.4,0.27,198,0
8.9,0.99888,63,13.9,0.35,229,1
9.1,1.00014,48,17.5,0.28,253,1
9.8,0.99441,9,5.6,0.35,148,0
9.4,0.99594,29,9.4,0.43,183,0
10,0.99437,34,4.8,0.26,150,1
9.4,0.99594,29,9.4,0.43,183,0
9.9,0.9979,36,9.7,0.27,130,1
10,0.99434,49,6.3,0.46,159,0
11.5,0.99203,13,1.6,0.2,168,1
9.2,0.998,32,14.6,0.285,201,0
10,0.99316,40,2.5,0.32,219.5,0
9.2,0.998,32,14.6,0.285,201,0
10,0.99314,40.5,2.6,0.34,210,0
10,0.99316,40,2.5,0.32,210,0
9.8,0.99612,21,8.2,0.27,133,1
10.5,0.99295,19,1.5,0.26,114,1
10.6,0.99394,61,2.3,0.27,181,1
9.4,0.99642,38,10,0.56,157,0
9.4,0.99642,38,10,0.56,157,0
11,0.99248,35,1.6,0.19,136,1
10.8,0.99268,36,1.6,0.2,141,1
9,0.99954,58,16,0.29,201,0
9.6,0.99692,47,10.4,0.32,194,1
10.6,0.99592,36,7.4,0.33,156,1
10.6,0.99592,36,7.4,0.33,156,1
9.6,0.99692,47,10.4,0.32,194,1
9.2,0.99822,31,16.05,0.33,147,0
9.2,0.99822,31,16.05,0.33,147,0
9.5,0.99402,11,2.6,0.26,71,0
9.5,0.99404,12,2.5,0.25,72,0
10.3,0.99787,37,10.8,0.26,184,1
8.8,0.99347,35,1.2,0.26,124,0
8.7,0.99838,53,12.1,0.28,161,0
8.7,0.99839,51,11.95,0.27,159,0
10.2,0.99375,27,1.7,0.28,128,1
10.1,0.99155,26,0.8,0.16,77,1
9.5,0.9936,29,1.4,0.34,118,0
9.5,0.99434,34,1.3,0.25,176,0
11.6,0.9922,23,6.3,0.35,174,1
10.7,0.99571,12,10.3,0.24,97,1
10.1,0.99658,20,15.55,0.29,142,1
11.1,0.99076,17,1.5,0.27,83,1
9.8,0.99496,19,1.5,0.56,117,0
9,0.9937,52,1.4,0.29,148,1
11.1,0.99076,17,1.5,0.27,83,1
9.5,0.99542,58,7.9,0.27,215,1
9.4,0.99825,18,13,0.24,143,1
10.2,0.99289,22,1,0.32,113,0
9.8,0.99432,39.5,4.85,0.37,216.5,1
